Г 222 Оздоровительный комплекс  «Сипайловский» - Больница №18;>;ул. Юрия Гагарина, ул. Маршала Жукова, ул. Академика Королёва, ул. Юрия Гагарина, ул. Баязита Бикбая, ул. Сипайловская, ул. Чудская, Уфимское шоссе, Уфимское ш., ул. Российская, Южный проезд, пр. Октября, ул. Научная, ул. Рихарда Зорге, ул. Блюхера
Г 229 Оздоровительный комплекс «Сипайловский» - Торгово-сервисный комплекс «Северный» - Химпром;<;ул. Инициативная, ул. Дмитрия Донского, ул. Свободы, ул. Александра Невского, ул. Кольцевая, ул. Мира, ул. Кольцевая, ул. Ульяновых, ул. Первомайская, ул. Александра Невского, Уфимское ш., Уфимское шоссе, ул. Трамвайная, Уфимское шоссе, ул. Чудская, ул. Сипайловская, ул. Баязита Бикбая, ул. Юрия Гагарина
Г 229 Оздоровительный комплекс «Сипайловский» - Торгово-сервисный комплекс «Северный» - Химпром;>;ул. Юрия Гагарина, ул. Маршала Жукова, ул. Академика Королёва, ул. Юрия Гагарина, ул. Баязита Бикбая, ул. Сипайловская, ул. Чудская, Уфимское шоссе, ул. Трамвайная, Уфимское шоссе, Уфимское ш., ул. Александра Невского, ул. Первомайская, ул. Ульяновых, ул. Кольцевая, ул. Мира, ул. Кольцевая, ул. Александра Невского, ул. Свободы, ул. Дмитрия Донского, ул. Инициативная
Г 236 Филиал «Уфагаз» ОАО «Газсервис» (Уфагаз) - Ледовый дворец «Уфа-Арена» - Микрорайон Шакша;<;ул. Высовольтная, ул. Шоссеёная, ул. Гвардейская, ул. Касимовская, Автодорога Базилевка - Шакша, Автодорога Федоровка- Базилевка, ул. Галечная, ул. Комаринская, ул. Ландшафтная, Нагаевское шоссе, Пугачева ул., ул. Пугачёва, ул. Сочинская, ул. Заки Валиди, ул. Карла Маркса, ул. Революционная, ул. Ленина, бульвар Ибрагимова, ул. Большая Гражданская
Г 236 Филиал «Уфагаз» ОАО «Газсервис» (Уфагаз) - Ледовый дворец «Уфа-Арена» - Микрорайон Шакша;>;ул. Большая Гражданская, бульвар Ибрагимова, ул. Ленина, ул. Революционная, ул. Карла Маркса, ул. Заки Валиди, ул. Сочинская, ул. Пугачёва, Пугачева ул., Нагаевское шоссе, ул. Ландшафтная, ул. Комаринская, ул. Галечная, Автодорога Федоровка- Базилевка, Автодорога Базилевка - Шакша, ул. Касимовская, ул. Гвардейская, ул. Шоссеёная, ул. Высовольтная
Г 238 Микрорайон Молодёжный - ул. Дзержинского;<;ул. Вокзальная, Вокзальная ул., ул. Карла Маркса, Карла Маркса ул., ул. Вокзальная, ул. Ленина, ул. Революционная, ул. Цюрупы, ул. 50-летия Октября, ул. Айская, ул. Революционная, ул. Николая Дмитриева
Г 238 Микрорайон Молодёжный - ул. Дзержинского;>;ул. Николая Дмитриева, ул. Бессонова, пр. Октября, ул. 50-летия Октября, ул. Цюрупы, ул. Революционная, ул. Ленина, ул. Вокзальная
Г 242 ТСК «8-ое Марта» - Аптека №2 - ТСК  «8-ое Марта» (ч/з ул. Революционная);>;ул. Красина, ул. Зенцова, ул. Чернышевского, ул. Аксакова, ул. Революционная, ул. Сагита Агиша, ул. Менделеева, ул. Сочинская, ул. Заки Валиди, ул. Гафури, ул. Красина
Г 242А ТСК «8-ое Марта» - Аптека №2 - ТСК  «8-ое Марта» (ч/з ул. Революционная);<;ул. Красина, ул. Гафури, ул. Заки Валиди, ул. Сочинская, ул. Менделеева, ул. Сагита Агиша, ул. Революционная, ул. Аксакова, ул. Красина
Г 246 Мега-Икеа - Микрорайон Мечта;<;"ул. Королёвская, ул. Террасная, ул. Воздвиженская, ул. Локотковская, а.д. Р-240 ""Уфа - Оренбург"", ул. Юрия Гагарина, ул. Державная, ул. Андрея Рублева, ул. Школьная, а.д. Р-240 ""Уфа - Оренбург"", подъезд к ТРК ""Мега"""
Г 246 Мега-Икеа - Микрорайон Мечта;>;"подъезд к ТРК ""Мега"", а.д. Р-240 ""Уфа - Оренбург"", ул. Школьная, ул. Андрея Рублева, ул. Державная, а.д. Р-240 ""Уфа - Оренбург"", ул. Локотковская, ул. Воздвиженская, ул. Террасная, ул. Королёвская"
Г 251 Оздоровительный комплекс «Сипайловский» - Железнодорожный вокзал - Ул. Дзержинского;<;ул. Вагонная, ул. Вокзальная, Вокзальная ул., ул. Карла Маркса, Карла Маркса ул., ул. Вокзальная, ул. Ленина, бульвар Ибрагимова, ул. Пархоменко, ул. Города Галле, ул. Рихарда Зорге, ул. 50 лет СССР, ул. Менделеева, ул. Сипайловская, ул. Баязита Бикбая, ул. Юрия Гагарина, ул. Академика Королёва
Г 251 Оздоровительный комплекс «Сипайловский» - Железнодорожный вокзал - Ул. Дзержинского;>;ул. Академика Королёва, ул. Юрия Гагарина, ул. Баязита Бикбая, ул. Сипайловская, ул. Менделеева, ул. 50 лет СССР, ул. Рихарда Зорге, ул. Города Галле, ул. Пархоменко, бульвар Ибрагимова, ул. Ленина, ул. Вокзальная, ул. Вагонная
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;<;ул. Нехаева, Нехаева ул., Карьерная ул., ул. Карьерная, Карьерная ул., Благоварская ул., ул. Благоварская, Благоварская ул., Рижская ул., ул. Саляма, ул. Деревенская Переправа, ул. Рабочая, ул. Силикатная, ул. Большая Шерстомойная, Большая Шерстомойная ул., Вагонная ул., ул. Вагонная, ул. Дзержинского, ул. Аксакова, ул. Коммунистическая, ул. Цюрупы, ул. Кирова, ул. Ветошникова, ул. Достоевского, ул. Айская, ул. Кирова, ул. Минигали Габайдуллина, ул. Менделеева, ул. Бакалинская, ул. Степана Кувыкина, ул. Батырская, ул. Авроры, ул. Файзи Гаскарова, ул. Габдуллы Амантая, ул. Зайнаб Биишевой, ул. Армавирская, Армавирская ул., ул. Пугачёва
Г 252 Гипермаркет «Лента» - Микрорайон «Колгуевский» - Микрорайон Нижегородка;>;ул. Пугачёва, Армавирская ул., Пугачева ул., ул. Колгуевская, ул. Габдуллы Амантая, ул. Файзи Гаскарова, ул. Авроры, ул. Батырская, ул. Степана Кувыкина, ул. Бакалинская, ул. Менделеева, ул. Минигали Габайдуллина, ул. Кирова, ул. Айская, ул. Чернышевского, ул. Ветошникова, ул. Кирова, ул. Цюрупы, ул. Чернышевского, ул. Карла Маркса, ул. Коммунистическая, ул. Аксакова, ул. Дзержинского, ул. Вагонная, Вагонная ул., Большая Шерстомойная ул., ул. Большая Шерстомойная, ул. Силикатная, ул. Рабочая, ул. Деревенская Переправа, ул. Саляма, Рижская ул., Благоварская ул., ул. Благоварская, Благоварская ул., Карьерная ул., ул. Карьерная, Карьерная ул., Нехаева ул., ул. Нехаева
Г 264 ОК Сипайловский - Телецентр;<;ул. Пушкина, ул. Цюрупы, ул. Кирова, ул. Ветошникова, ул. Достоевского, ул. Айская, ул. 8 Марта, ул. Комсомольская, ул. Лесотехникума, ул. Энтузиастов, ул. Менделеева, ул. Сипайловская, ул. Баязита Бикбая, ул. Юрия Гагарина, ул. Академика Королёва, ул. Маршала Жукова, ул. Юрия Гагарина
Г 264 ОК Сипайловский - Телецентр;>;ул. Юрия Гагарина, ул. Маршала Жукова, ул. Академика Королёва, ул. Юрия Гагарина, ул. Баязита Бикбая, ул. Сипайловская, ул. Менделеева, ул. Энтузиастов, ул. Лесотехникума, ул. Комсомольская, ул. 8 Марта, ул. Айская, ул. Достоевского, ул. Ветошникова, ул. Кирова, ул. Цюрупы, ул. Пушкина, ул. Аксакова, ул. Заки Валиди, ул. Гафури, ул. Пушкина
Г 278 Улица Рощинская - Больница №21;<;Лесной проезд, бульвар Молодёжный, ул. Менделеева, ул. Пугачёва, Пугачева ул., Нагаевское шоссе, ул. Рощинская
Г 278 Улица Рощинская - Больница №21;>;ул. Рощинская, Нагаевское шоссе, Пугачева ул., ул. Пугачёва, ул. Менделеева, бульвар Молодёжный, Лесной проезд
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;<;"Пляжная ул., ул. Надежды, Алексеевское шоссе, а.д. М-7 ""Волга"", ул. Города Галле"
Г 287 Ул. им. города Галле - Поселок 8-ое Марта - Микрорайон «Забельский»;>;"ул. Города Галле, а.д. М-7 ""Волга"", Алексеевское шоссе, ул. Надежды, Пляжная ул."
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;<;ул. Кольская, ул. Российская, ул. Комсомольская, ул. Лесотехникума, ул. Менделеева, ул. Энтузиастов, ул. Менделеева, ул. Сипайловская, ул. Баязита Бикбая, ул. Маршала Жукова, ул. Сельская Богородская, ул. Вологодская, ул. Интернациональная, Интернациональная ул., ул. Машиностроителей, ул. Кольцевая, ул. Вологодская
Г 291 Уфа-АвтоВАЗ - Гимназия-интернат №1;>;ул. Вологодская, ул. Кольцевая, ул. Машиностроителей, Интернациональная ул., ул. Интернациональная, ул. Вологодская, ул. Сельская Богородская, ул. Маршала Жукова, ул. Баязита Бикбая, ул. Сипайловская, ул. Менделеева, ул. Энтузиастов, ул. Менделеева, ул. Лесотехникума, ул. Комсомольская, ул. Российская, ул. Кольская
Г 292 Микрорайон «Серебряный ручей» - «Мега-Уфа»- мкрн.«Цветы Башкирии»;<;"ул. Цветы Башкирии, подъезд к ТРК ""Мега"", а.д. Р-240 ""Уфа - Оренбург"", Дёмское шоссе, ул. Евгения Столярова, Дёмское шоссе, ул. Правды, ул. Ухтомского, Магистральная ул."
